run,variant_group,scenario,section,label,max_rank_total_ms,sum_rank_total_ms,count,captured_total_ms
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.owner.attn.wo_b.row_parallel_all_reduce,3351.604180533439,19535.624844979495,5848,13.351519990712404
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.owner.attn.wo_b.row_parallel_all_reduce,3336.2684242874384,20922.073119677603,5504,2.5524480119347572
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.owner.attn.wo_b.row_parallel_all_reduce,3200.1858982257545,17368.385058555752,5848,12.430464014410973
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.owner.attn.wo_b.row_parallel_all_reduce,3128.104578886181,20248.869124121964,5848,2.784415990114212
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.owner.attn.wo_b.row_parallel_all_reduce,3004.8750079702586,15986.418654624373,3784,11.80486398935318
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.owner.attn.wo_b.row_parallel_all_reduce,2486.338684167713,16103.329719647765,3784,2.501024007797241
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.owner.comm.dsv4.embedding_all_reduce,2220.155821323395,14475.866227805614,128,6.588543891906738
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,host,dsv4.prepare.prefill.attention_metadata,2172.346279025078,16856.52508959174,48,0.0
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,host,dsv4.prepare.decode.attention_metadata,1976.1841278523207,11787.071883678436,3528,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.owner.moe.reduce_once_all_reduce,1633.5723038166761,7777.380869738758,5848,11.26876799762249
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.owner.moe.reduce_once_all_reduce,1567.6784736588597,8003.543519046158,5848,2.3517760075628757
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.owner.moe.reduce_once_all_reduce,1498.2598010525107,9465.636003263295,5504,2.401631996035576
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.owner.comm.dsv4.embedding_all_reduce,1492.4248984009027,11203.35365893133,136,2.290624052286148
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.owner.comm.dsv4.embedding_all_reduce,1483.036284983158,11064.736312860623,88,0.8542400002479553
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.owner.comm.dsv4.embedding_all_reduce,1469.313489049673,11077.504968374968,136,0.3444159924983978
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.owner.comm.dsv4.embedding_all_reduce,1374.649980828166,10826.940896013752,88,2.1356799751520157
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,host,dsv4.prepare.decode.attention_metadata,1336.5405388176441,10368.232978507876,3528,0.0
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.owner.comm.dsv4.embedding_all_reduce,1314.0828815549612,10321.390881739557,136,1.1643839925527573
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.metadata.decode.make_c4_sparse_indices,1154.5176696777344,8985.276077270508,48,0.0
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,host,dsv4.prepare.prefill.attention_metadata,1111.947875469923,8663.317430764437,56,0.0
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.metadata.decode.make_c4_sparse_indices,909.4579730927944,6265.168216377497,3584,0.0
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.owner.attn.q_wqb.bf16_cache_local_total,889.3898584879935,3866.109471630305,5504,1.9645759873092175
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,host,dsv4.prepare.prefill.attention_metadata,876.8930584192276,6754.748975858092,56,0.0
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.owner.moe.reduce_once_all_reduce,858.6539821848273,5048.752192726359,5848,11.087711971253157
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.metadata.decode.make_c128_indices,855.3291842341423,6612.381218552589,96,0.0
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.metadata.decode.make_c128_indices,846.0991969406605,5415.553065538406,3584,0.0
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.owner.moe.reduce_once_all_reduce,810.6878466792405,4472.466471485794,3784,2.2902079932391644
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,host,dsv4.prepare.prefill.attention_metadata,787.257794290781,6086.405450478196,8,0.0
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.owner.moe.reduce_once_all_reduce,728.5740181431174,3977.9792310260236,3784,11.031231988221407
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,host,dsv4.prepare.prefill.attention_metadata,700.4669178277254,5376.895502209663,56,0.0
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.owner.shared_down.bf16_cache_local_total,509.039491886273,1132.2265634071082,5504,1.6075519919395447
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.owner.attn.q_wqb.bf16_cache_local_total,463.4095238484442,1045.6599565893412,5848,9.150912001729012
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.owner.attn.q_wqb.bf16_cache_local_total,458.1058526970446,1006.8379818350077,5848,1.8828480020165443
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.metadata.decode.make_c128_indices,457.3876198530197,3566.5584146380424,1024,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.metadata.decode.make_c128_indices,432.0505285859108,3332.555229485035,3584,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.metadata.decode.make_c4_sparse_indices,416.49047088623047,3167.0980262756348,56,0.0
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.metadata.decode.make_c4_sparse_indices,395.2982482910156,3043.3800659179688,8,0.0
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.metadata.decode.make_c4_sparse_indices,381.3583679199219,2930.9111099243164,56,0.0
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.metadata.decode.make_c128_indices,361.2777296304703,2761.7641921043396,448,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.metadata.decode.make_component_page_tables,356.1024974286556,2762.568960212171,3584,0.0
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,host,dsv4.prepare.decode.attention_metadata,346.3701084256172,2703.6790065467358,1016,0.0
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.metadata.decode.make_component_page_tables,327.26082910597324,2552.985083192587,448,0.0
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,host,dsv4.prepare.decode.attention_metadata,307.80602991580963,2394.6043234318495,392,0.0
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.metadata.decode.make_component_page_tables,285.695650100708,2179.0865955352783,96,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.metadata.decode.make_write_locs,249.08947172760963,1925.7657925337553,3584,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.owner.layer0.attn.q_proj.bf16_cache_linear,214.65311866998672,1508.866982076317,136,0.1206080000847578
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.owner.layer0.attn.q_proj.bf16_cache_linear,214.33961870521307,1458.0458117406815,128,0.040511999279260635
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.owner.layer0.attn.q_proj.bf16_cache_linear,213.24204667285085,1476.3376926966012,88,0.1159680001437664
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.owner.layer0.attn.q_proj.bf16_cache_linear,210.65091732889414,1446.5133479367942,136,0.11321599967777729
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.owner.layer0.attn.q_proj.bf16_cache_linear,210.08525337651372,1453.4567160960287,88,0.02566399984061718
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.owner.layer0.attn.q_proj.bf16_cache_linear,198.08947662450373,1439.6509024817497,136,0.02675200067460537
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,host,dsv4.prepare.decode.attention_metadata,192.34872423112392,1511.7206759750843,504,0.0
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.metadata.decode.make_write_locs,177.5359039902687,1396.4480316340923,3584,0.0
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,host,dsv4.prepare.decode.attention_metadata,161.71051748096943,1209.1649547219276,48,0.0
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.owner.attn.wo_b.bf16_cache_local_total,156.390720192343,1247.3866244666278,5504,2.0960960127413273
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,host,dsv4.prepare.prefill.allocate_paged,127.32500396668911,996.6790657490492,48,0.0
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.owner.attn.wo_b.bf16_cache_local_total,107.80851188674569,837.771007720381,5848,9.262463979423046
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.owner.attn.wo_b.bf16_cache_local_total,105.08297604694963,832.2833282798529,5848,8.978495974093676
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.owner.attn.wo_b.bf16_cache_local_total,98.53020792454481,781.6828799881041,5848,1.8393919952213764
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.owner.attn.q_wqb.bf16_cache_local_total,97.2425602786243,645.5183037184179,5848,9.414624001830816
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.owner.attn.q_wqb.bf16_cache_linear,95.14716794434935,710.9693452799693,5504,1.0794879999011755
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.owner.attn.q_wqb.bf16_cache_local_total,89.72617625072598,503.55702371522784,3784,1.9034559987485409
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.owner.attn.wo_b.bf16_cache_local_total,86.93881569057703,686.7802238874137,3784,1.807424008846283
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.owner.attn.wo_b.bf16_cache_linear,85.89510389883071,685.5874873911962,5504,1.024608001112938
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.metadata.decode.make_swa_indices,84.72489614784718,659.233791962266,3584,0.0
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,host,dsv4.prepare.prefill.attention_metadata,84.26129631698132,627.3065786808729,8,0.0
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.metadata.decode.make_swa_indices,83.80015996098518,654.0591040998697,3584,0.0
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.owner.shared_down.bf16_cache_local_total,81.43097618222237,637.4406407233328,5848,7.674528008326888
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.owner.shared_down.bf16_cache_local_total,81.36598412320018,628.4907531123608,5848,7.528352007269859
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.metadata.decode.make_page_table,75.96995206177235,548.6964480131865,3584,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.metadata.decode.make_page_table,74.62505606561899,552.4001924172044,3584,0.0
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.owner.shared_down.bf16_cache_local_total,73.19475194439292,575.4426559824497,5848,1.5261760111898184
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.owner.attn.q_wqb.bf16_cache_local_total,72.74147179350257,351.6079038605094,3784,9.09484799951315
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.metadata.decode.make_write_locs,71.03033596277237,554.1466878056526,1024,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.replay_metadata.decode.component_write_locs,70.38028804957867,551.5124166458845,3528,0.0
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.owner.attn.wo_b.bf16_cache_local_total,67.64963211119175,534.6681923232973,3784,8.803008001297712
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.owner.shared_down.bf16_cache_local_total,66.75331213884056,516.3825921919197,3784,1.5572800152003765
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.owner.shared_down.bf16_cache_local_total,64.69478395022452,501.8378881011158,3784,7.511423988267779
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.direct_graph_metadata.decode.index_buffers,64.1035520285368,498.0949122235179,3528,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.owner.attn.q_wqb.bf16_cache_linear,53.41545599140227,391.26083116140217,5848,4.883552021346986
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.owner.attn.q_wqb.bf16_cache_linear,52.93004787992686,389.05433493386954,5848,5.129888013005257
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.metadata.decode.make_component_page_tables,50.95375934243202,395.8123498260975,512,0.0
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.metadata.decode.make_c4_sparse_indices,49.63593673706055,386.4400939941406,8,0.0
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.owner.attn.q_wqb.bf16_cache_linear,47.93497544992715,369.6757430639118,5848,1.0080319978296757
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.metadata.decode.make_c128_indices,46.84592008590698,368.2815040946007,512,0.0
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.owner.attn.wo_b.bf16_cache_linear,45.468896090984344,360.39939170796424,5848,4.738080000504851
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.owner.attn.wo_b.bf16_cache_linear,45.335775948129594,359.00348795298487,5848,4.691904006525874
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.owner.attn.q_wqb.bf16_cache_linear,44.59104043059051,310.8392006661743,3784,1.0348159987479448
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.owner.attn.wo_b.bf16_cache_activation_quantize,43.089215780608356,343.85590301128104,5504,0.4020480001345277
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.owner.attn.wo_b.bf16_cache_linear,42.719103787094355,339.5291848164052,5848,0.9936639983206987
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.owner.attn.q_wqb.bf16_cache_activation_quantize,39.56304041063413,247.71414328366518,5504,0.4046080061234534
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.metadata.decode.make_component_page_tables,39.31667247414589,303.98108999431133,1024,0.0
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.owner.shared_down.bf16_cache_linear,38.445376199670136,302.5772795723751,5504,0.704224000684917
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.replay_metadata.decode.component_page_table.c4_page_table,37.02643193304539,292.0647039934993,3528,0.0
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.metadata.decode.make_write_locs,35.83440014719963,279.4750075638294,512,0.0
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.metadata.decode.make_write_locs,35.53363245725632,251.79289680719376,448,0.0
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.owner.attn.wo_b.bf16_cache_linear,35.30358386784792,280.5139524517581,3784,0.945248007774353
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.replay_metadata.decode.component_page_table.c128_page_table,32.73564799875021,258.0621759444475,3528,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.replay_metadata.decode.component_page_table.c4_indexer_page_table,32.36540802568197,255.4492797628045,3528,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,host,dsv4.prepare.decode.positions,32.355910167098045,250.3490187227726,3528,0.0
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,host,dsv4.prepare.decode.positions,31.6309817135334,246.2234292179346,3528,0.0
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.owner.attn.wo_b.bf16_cache_activation_quantize,31.527935976628214,238.42044783290476,5848,1.9099839967675507
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,host,dsv4.prepare.decode.input_tuple,29.968200251460075,232.42513090372086,3528,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.owner.attn.wo_b.bf16_cache_activation_quantize,29.884128003846854,236.10703987209126,5848,1.8874879963696003
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.owner.attn.q_wqb.bf16_cache_linear,29.779263576492667,186.1972795240581,3784,4.83795200753957
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,host,dsv4.prepare.decode.input_tuple,29.720205813646317,232.12295956909657,3528,0.0
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,host,dsv4.prepare.prefill.allocate_paged,29.316971078515053,223.45636039972305,56,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,host,dsv4.metadata.build.table_indices,29.114166274666786,223.97811524569988,3584,0.0
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,host,dsv4.prepare.prefill.allocate_paged,28.963251039385796,138.73008638620377,8,0.0
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,host,dsv4.metadata.build.table_indices,28.581619262695312,221.750283613801,3584,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,host,dsv4.prepare.prefill.allocate_paged,27.598021551966667,205.56526817381382,56,0.0
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.owner.attn.wo_b.bf16_cache_activation_quantize,27.589056027587503,218.61007990129292,5848,0.3898560027591884
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.owner.shared_down.bf16_cache_linear,27.213727959431708,214.3162239100784,5848,3.4396479912102222
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.owner.shared_down.bf16_cache_linear,27.066623975522816,212.02531192079186,5848,3.3216000040993094
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.owner.attn.q_wqb.bf16_cache_activation_quantize,26.8925442090258,145.0598722761497,5848,0.39619199838489294
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.metadata.decode.make_swa_indices,26.420959994196892,201.48128005862236,1024,0.0
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.owner.shared_down.bf16_cache_activation_quantize,26.41481591621414,202.0217278744094,5504,0.40211199689656496
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.owner.attn.wo_b.bf16_cache_activation_quantize,26.248703982681036,208.59094379935414,3784,0.38816000474616885
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.direct_graph_metadata.decode.index_buffers,25.486272126436234,189.8124160170555,1016,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.owner.shared_down.bf16_cache_activation_quantize,25.046368080191314,190.61708827363327,5848,1.8303999984636903
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.owner.attn.q_wqb.bf16_cache_activation_quantize,24.844320091884583,124.47235199715942,3784,0.38668800285086036
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.owner.shared_down.bf16_cache_activation_quantize,24.728608018253,193.65718421153724,5848,1.8426239951513708
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.owner.attn.q_wqb.bf16_cache_activation_quantize,24.199455878697336,150.5883833458647,5848,1.8628160012885928
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.owner.shared_down.bf16_cache_linear,24.054847963154316,190.69849598500878,5848,0.6667520003393292
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.owner.attn.q_wqb.bf16_cache_activation_quantize,23.58415979053825,146.30777562549338,5848,1.8770560007542372
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,host,dsv4.prepare.decode.write_tuple,23.35888333618641,176.9198663532734,3528,0.0
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,host,dsv4.prepare.decode.write_tuple,23.14063534140587,176.03362910449505,3528,0.0
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.owner.shared_down.bf16_cache_activation_quantize,22.54841602873057,174.63846405316144,5848,0.3816959969699383
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,host,dsv4.prepare.prefill.allocate_paged,22.537553682923317,156.80530853569508,56,0.0
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.replay_metadata.decode.component_write_locs,21.98060803115368,171.38841596245766,1016,0.0
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.metadata.decode.make_page_table,21.73609597980976,169.45900800824165,1024,0.0
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.owner.shared_down.bf16_cache_activation_quantize,21.73107204446569,166.12694420618936,3784,0.3746240013279021
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.owner.shared_down.bf16_cache_activation_quantize,21.56560003850609,165.87337609147653,3784,1.857408002950251
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.owner.attn.wo_b.bf16_cache_activation_quantize,21.039231973234564,166.0814079074189,3784,1.901695997454226
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.owner.shared_down.bf16_cache_linear,20.16604800708592,158.41884791757911,3784,0.7082879999652505
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.owner.attn.q_wqb.bf16_cache_activation_quantize,20.010400026571006,80.28771203476936,3784,1.8650240027345717
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.owner.attn.wo_b.bf16_cache_linear,19.676287955604494,155.2102399226278,3784,4.509183987043798
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.replay_metadata.decode.component_write_locs,18.082271933555603,132.80432018637657,504,0.0
profile_promoted_4096_128,promoted_prefix,historical_4096_128_bs4,cuda,dsv4.owner.comm.dsv4.lm_head_all_gather,17.996959753334522,107.15151979029179,88,0.05862399935722351
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.replay_metadata.decode.fused_copy,16.88560000434518,131.31631997972727,3528,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,cuda,dsv4.replay_metadata.decode.fused_copy,16.60355196148157,130.26323196291924,3528,0.0
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.owner.shared_down.bf16_cache_linear,16.407264002598822,128.58051199372858,3784,3.2713600005954504
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,cuda,dsv4.owner.comm.dsv4.lm_head_all_gather,16.38460783660412,99.84943985939026,136,0.3593920022249222
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,host,dsv4.prepare.decode.allocate_paged,15.946518629789352,123.65337274968624,3528,0.0
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.direct_graph_metadata.decode.index_buffers,14.461408197879791,103.3528638780117,504,0.0
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,host,dsv4.prepare.prefill.allocate_paged,14.052079990506172,102.45747864246368,8,0.0
profile_promoted_prefix_eviction_pressure_96req_wave16,promoted_prefix,prefix_eviction_pressure_96req_wave16,cuda,dsv4.metadata.decode.make_write_locs,13.841120064258575,107.5840317606926,96,0.0
profile_promoted_decode_ladder_bs16,promoted_prefix,decode_ladder_bs16,cuda,dsv4.metadata.decode.make_swa_indices,13.263071939349174,102.26931193470955,512,0.0
profile_control_serving_mixed,target07_control,serving_mixed_112req_wave16,host,dsv4.prepare.decode.out_loc_gather,12.938424944877625,98.8078210502863,3528,0.0
profile_promoted_serving_mixed_112req_wave16,promoted_prefix,serving_mixed_112req_wave16,host,dsv4.prepare.decode.out_loc_gather,12.871773913502693,100.22214613854885,3528,0.0
profile_promoted_prefix_multi_112req_wave16,promoted_prefix,prefix_multi_112req_wave16,cuda,dsv4.direct_graph_metadata.decode.index_buffers,12.510495826601982,90.39155238866806,392,0.0
